timestamp,open,high,low,close,volume
2022-07-25 12:25:00,220.0043,220.6100,219.9550,220.2400,103697
2022-07-25 12:20:00,220.2700,220.4800,219.8700,220.0092,90790
2022-07-25 12:15:00,220.4550,220.7100,220.2000,220.2900,104753
2022-07-25 12:10:00,221.2012,221.2199,220.4900,220.5200,61649
2022-07-25 12:05:00,220.9000,221.2400,220.5200,221.2000,110109
2022-07-25 12:00:00,220.8300,221.0590,220.6901,220.9700,73953
2022-07-25 11:55:00,220.9200,221.0177,220.4600,220.7800,67298
2022-07-25 11:50:00,220.5300,221.1800,220.5101,220.9600,86314
2022-07-25 11:45:00,220.4200,220.7616,220.3400,220.5700,97522
2022-07-25 11:40:00,221.0800,221.1800,220.2601,220.4355,131268
2022-07-25 11:35:00,220.6300,221.2000,220.3300,221.1399,162826
2022-07-25 11:30:00,219.9050,220.7756,219.7001,220.6739,144973
2022-07-25 11:25:00,219.2300,220.2155,219.0800,219.9595,133480
2022-07-25 11:20:00,218.9900,219.3600,218.8700,219.2400,136263
2022-07-25 11:15:00,220.1500,220.2900,218.7500,219.0600,205203
2022-07-25 11:10:00,220.1008,220.6100,219.8900,220.1610,122252
2022-07-25 11:05:00,220.4600,220.5100,219.6101,220.1400,233034
2022-07-25 11:00:00,221.2701,221.6600,220.4900,220.5000,178620
2022-07-25 10:55:00,222.1050,222.2668,221.2400,221.3200,143529
2022-07-25 10:50:00,223.1500,223.2800,222.0200,222.0200,122740
2022-07-25 10:45:00,222.7100,223.4200,222.1600,223.2100,134760
2022-07-25 10:40:00,223.0400,223.4703,222.4200,222.7200,123798
2022-07-25 10:35:00,222.5299,223.7200,222.1500,223.1151,149846
2022-07-25 10:30:00,222.7200,222.8841,222.0400,222.3900,188418
2022-07-25 10:25:00,222.0400,223.1545,222.0000,222.7150,176839
2022-07-25 10:20:00,222.8300,222.9261,221.8501,222.1013,235306
2022-07-25 10:15:00,223.5099,224.2700,222.7000,222.8350,206167
2022-07-25 10:10:00,223.4400,223.9242,222.5501,223.4700,209494
2022-07-25 10:05:00,223.3634,223.9300,223.1000,223.3640,182951
2022-07-25 10:00:00,223.2800,225.2100,223.0000,223.2437,308242
2022-07-25 09:55:00,221.9700,223.9600,221.6900,223.3250,211311
2022-07-25 09:50:00,224.5850,224.8499,221.9001,221.9662,354811
2022-07-25 09:45:00,221.3600,225.2300,221.3600,224.6650,583237
2022-07-25 09:40:00,222.0400,222.5800,221.2301,221.4200,300938
2022-07-25 09:35:00,221.3100,223.9200,220.8400,222.1200,517987
2022-07-25 09:30:00,220.6000,221.7000,220.6000,221.5000,5875
2022-07-25 09:25:00,220.1400,220.1400,220.0000,220.1200,1054
2022-07-25 09:20:00,219.6100,220.0000,219.4400,220.0000,2286
2022-07-25 09:15:00,220.1000,220.2000,219.5500,219.5500,3097
2022-07-25 09:10:00,220.1100,220.4000,220.1100,220.4000,544
2022-07-25 09:05:00,220.4000,220.4000,220.4000,220.4000,1076
2022-07-25 09:00:00,220.0500,220.0500,220.0500,220.0500,506
2022-07-25 08:55:00,220.2500,220.4100,219.3000,219.6900,5477
2022-07-25 08:50:00,220.5000,220.5000,220.2500,220.2500,1556
2022-07-25 08:45:00,220.5400,220.5400,220.4200,220.4200,1742
2022-07-25 08:40:00,220.7700,220.7700,220.4500,220.4500,1611
2022-07-25 08:35:00,221.0000,221.0000,220.9698,221.0000,3123
2022-07-25 08:25:00,220.8000,220.8000,220.8000,220.8000,375
2022-07-25 08:20:00,220.9800,220.9800,220.9000,220.9000,1718
2022-07-25 08:05:00,221.3996,221.4817,220.6900,220.7100,7404
2022-07-25 08:00:00,220.7200,220.7200,220.7000,220.7000,286
2022-07-25 07:55:00,220.8100,220.8100,220.8100,220.8100,950
2022-07-25 07:50:00,221.0100,221.0100,220.6700,220.6700,837
2022-07-25 07:30:00,221.3800,221.3800,221.3800,221.3800,490
2022-07-25 07:25:00,221.3500,221.3500,221.3500,221.3500,1167
2022-07-25 07:05:00,221.4000,221.5000,221.3000,221.4400,2706
2022-07-25 06:50:00,221.4900,221.4900,221.4900,221.4900,300
2022-07-25 05:55:00,221.6400,221.6400,221.6400,221.6400,650
2022-07-25 05:50:00,221.5000,221.6000,221.5000,221.6000,972
2022-07-25 05:45:00,221.3500,221.3500,221.3500,221.3500,415
2022-07-25 05:35:00,221.1500,221.1500,221.1500,221.1500,563
2022-07-25 05:10:00,220.8200,220.8200,220.8200,220.8200,200
2022-07-25 04:35:00,221.3500,221.3500,220.5000,220.5100,3477
2022-07-25 04:30:00,220.7000,224.0000,220.7000,222.2000,22370
2022-07-25 04:10:00,220.0000,220.2000,220.0000,220.2000,1044
2022-07-25 04:05:00,219.4000,219.8500,219.4000,219.8500,414
2022-07-22 20:00:00,220.4400,220.4400,220.1600,220.1600,690
2022-07-22 19:55:00,220.3000,220.3000,220.3000,220.3000,217
2022-07-22 19:50:00,220.1500,220.3500,220.1500,220.3000,919
2022-07-22 19:45:00,220.4400,220.4400,220.4400,220.4400,101
2022-07-22 19:40:00,220.1500,220.1500,220.1500,220.1500,101
2022-07-22 19:10:00,220.3800,220.3900,220.3800,220.3800,1042
2022-07-22 19:05:00,220.2700,220.2700,220.2700,220.2700,346
2022-07-22 18:45:00,220.0000,220.0000,220.0000,220.0000,470
2022-07-22 18:30:00,220.2800,220.2800,220.2000,220.2000,739
2022-07-22 18:15:00,220.4300,220.4300,220.4300,220.4300,307
2022-07-22 18:00:00,220.2730,220.2730,220.2730,220.2730,119
2022-07-22 17:55:00,220.2600,220.2600,220.2600,220.2600,317
2022-07-22 17:50:00,220.2300,220.2300,220.2300,220.2300,507
2022-07-22 17:45:00,220.2700,220.2700,220.2700,220.2700,318
2022-07-22 17:40:00,220.3202,220.3202,220.3202,220.3202,305
2022-07-22 17:30:00,220.4400,220.4400,220.4400,220.4400,725
2022-07-22 17:25:00,220.5400,220.5400,220.5400,220.5400,1016
2022-07-22 17:20:00,220.4000,220.6500,220.4000,220.6500,2139
2022-07-22 17:15:00,220.3200,220.3200,220.3200,220.3200,636
2022-07-22 17:05:00,220.2700,220.2700,220.2700,220.2700,236
2022-07-22 17:00:00,220.2800,220.2800,220.2000,220.2200,2451
2022-07-22 16:55:00,220.3600,220.3600,220.2700,220.2800,680
2022-07-22 16:50:00,220.2700,220.3200,220.2700,220.3200,1338
2022-07-22 16:45:00,220.3498,220.3498,220.3498,220.3498,561
2022-07-22 16:40:00,220.3500,220.3500,220.3500,220.3500,395
2022-07-22 16:35:00,220.2300,220.4400,220.2300,220.4300,58619
2022-07-22 16:30:00,220.3000,220.3000,220.3000,220.3000,312
2022-07-22 16:25:00,220.3600,220.3600,220.1200,220.1200,4036
2022-07-22 16:20:00,220.3697,220.3700,220.3692,220.3700,1656
2022-07-22 16:15:00,220.5000,220.5000,220.4400,220.4400,5314
2022-07-22 16:10:00,220.4500,220.5000,220.4400,220.5000,10313
2022-07-22 16:05:00,220.4400,220.5000,220.2000,220.5000,79090
2022-07-22 16:00:00,220.0700,220.6000,219.8600,220.4400,501924
2022-07-22 15:55:00,220.0900,220.4600,219.9000,220.0826,261828
2022-07-22 15:50:00,219.7100,220.1100,219.5000,220.0720,200424
2022-07-22 15:45:00,220.2800,220.3600,219.7000,219.7200,163182
2022-07-22 15:40:00,220.4600,220.6400,220.1200,220.2600,131379
2022-07-22 15:35:00,220.8050,220.8500,220.3967,220.5100,133708
2022-07-22 15:30:00,221.2600,221.2831,220.5700,220.7700,125241
2022-07-22 15:25:00,220.6001,221.2900,220.6001,221.2250,118248
2022-07-22 15:20:00,221.1000,221.1200,220.5940,220.6300,109435
2022-07-22 15:15:00,220.3500,221.1400,220.0942,221.0800,126949
2022-07-22 15:10:00,220.6250,220.7400,220.0200,220.2892,126426
2022-07-22 15:05:00,220.6400,220.9999,220.5175,220.6600,113190
2022-07-22 15:00:00,220.4550,220.8499,220.4300,220.6900,133091
2022-07-22 14:55:00,220.1500,220.5000,219.9350,220.4525,124516
2022-07-22 14:50:00,219.1600,220.1807,219.1000,220.1807,101627
2022-07-22 14:45:00,219.9300,220.0000,219.1500,219.1618,135466
2022-07-22 14:40:00,219.6609,220.0999,219.6000,219.9800,125266
2022-07-22 14:35:00,218.9350,219.8800,218.4400,219.6800,166956
2022-07-22 14:30:00,219.0950,219.1878,218.6200,219.0000,109987
2022-07-22 14:25:00,219.3500,219.5900,219.0600,219.1000,55358
2022-07-22 14:20:00,219.1200,219.5400,219.1200,219.4699,83202
2022-07-22 14:15:00,219.3250,219.3999,218.9100,219.1200,132358
2022-07-22 14:10:00,219.0850,219.7200,218.9800,219.3300,116743
2022-07-22 14:05:00,219.6300,219.8100,219.0000,219.1170,123323
2022-07-22 14:00:00,219.4700,219.8800,219.4400,219.5700,83737
2022-07-22 13:55:00,219.5908,219.7300,219.2614,219.4239,79627
2022-07-22 13:50:00,219.4100,219.9000,219.3300,219.6850,78795
2022-07-22 13:45:00,219.3000,219.5000,218.9750,219.3373,88320
2022-07-22 13:40:00,219.0500,219.3900,218.9200,219.3001,99595
2022-07-22 13:35:00,219.5100,219.5100,219.0150,219.1800,79906
2022-07-22 13:30:00,219.1800,219.6600,218.9700,219.5389,126239
2022-07-22 13:25:00,219.2100,219.2774,218.8591,219.1200,138252
2022-07-22 13:20:00,219.3100,219.5299,219.1700,219.1950,110703
2022-07-22 13:15:00,219.8700,219.9312,219.2001,219.3400,123646
2022-07-22 13:10:00,220.0450,220.1200,219.7201,219.9125,77989
2022-07-22 13:05:00,220.5700,220.5700,219.8801,220.0101,90740
2022-07-22 13:00:00,220.9207,220.9900,220.3200,220.5423,86277
2022-07-22 12:55:00,220.8300,221.4000,220.7800,220.8974,130694
2022-07-22 12:50:00,220.3700,221.0428,220.3101,220.8056,76650
2022-07-22 12:45:00,220.7800,221.0800,220.3600,220.4517,89990
2022-07-22 12:40:00,221.3693,221.4700,220.6101,220.8107,149086
2022-07-22 12:35:00,220.3400,221.3700,220.1801,221.3400,138624
2022-07-22 12:30:00,219.7500,220.5100,219.6000,220.2850,85667
2022-07-22 12:25:00,219.8245,220.1500,219.5150,219.8000,116356
2022-07-22 12:20:00,219.7100,220.4600,219.7078,219.7945,130046
2022-07-22 12:15:00,219.7100,219.7400,219.2000,219.6650,182675
2022-07-22 12:10:00,220.3300,220.6500,219.7300,219.7900,123401
2022-07-22 12:05:00,220.5200,220.7400,220.1800,220.3350,184414
2022-07-22 12:00:00,219.9700,220.5500,219.4800,220.4500,215890
2022-07-22 11:55:00,219.5500,220.1300,219.2450,220.0600,171879
2022-07-22 11:50:00,219.5800,219.7200,219.2000,219.5200,152682
2022-07-22 11:45:00,219.2300,219.6999,219.1024,219.4900,202133
2022-07-22 11:40:00,220.0894,220.1700,218.8600,219.2450,308664
2022-07-22 11:35:00,220.1805,220.6500,219.6700,220.0500,240496
2022-07-22 11:30:00,220.5605,220.9951,220.1300,220.2300,193984
2022-07-22 11:25:00,222.3489,222.3999,220.5300,220.5600,225704
2022-07-22 11:20:00,222.5700,222.8100,221.8000,222.3857,218865
2022-07-22 11:15:00,222.1500,222.7500,221.9500,222.6100,167187
2022-07-22 11:10:00,221.6550,222.3399,221.3425,222.1800,213269
2022-07-22 11:05:00,222.4050,222.4950,221.5200,221.6650,254618
2022-07-22 11:00:00,223.2155,223.3300,222.3100,222.3978,262210
2022-07-22 10:55:00,222.5250,223.3000,221.8200,223.1800,222523
2022-07-22 10:50:00,222.0650,222.8800,222.0168,222.5300,208197
2022-07-22 10:45:00,222.7100,222.7600,222.0000,222.0800,275802
2022-07-22 10:40:00,222.3900,222.9695,220.9710,222.7400,291179
2022-07-22 10:35:00,221.8000,222.6850,221.5801,222.4600,339000
2022-07-22 10:30:00,221.6499,222.3600,221.0456,221.8500,524445
2022-07-22 10:25:00,223.5850,223.6100,221.3000,221.6200,545938
2022-07-22 10:20:00,225.1201,225.3499,223.5101,223.5500,382732
2022-07-22 10:15:00,224.5000,225.6689,224.2001,225.1700,337220
2022-07-22 10:10:00,224.1050,224.7500,223.4901,224.5000,431287
2022-07-22 10:05:00,225.1100,225.1674,223.2900,224.1100,539834
2022-07-22 10:00:00,226.3050,226.3400,224.5200,224.9300,601232
2022-07-22 09:55:00,228.6300,229.3500,226.3400,226.3700,644552
2022-07-22 09:50:00,227.5000,228.6300,226.3025,228.6300,653168
2022-07-22 09:45:00,226.7100,228.0700,225.3200,227.4850,574792
2022-07-22 09:40:00,225.3379,226.9700,223.5900,226.7300,541587
2022-07-22 09:35:00,222.3800,226.5600,221.2501,225.5100,860436
2022-07-22 09:30:00,222.4000,222.5100,222.3400,222.4200,12624
2022-07-22 09:25:00,222.3400,222.4900,222.3400,222.4000,1196
2022-07-22 09:20:00,222.4100,222.5000,222.3400,222.3800,2352
2022-07-22 09:15:00,222.3399,222.3400,222.3399,222.3400,2204
2022-07-22 09:10:00,221.9000,222.3334,221.9000,222.2800,2089
2022-07-22 09:05:00,222.0000,222.0000,221.9000,221.9260,4482
2022-07-22 09:00:00,222.2000,223.8800,222.1300,222.1800,3256
2022-07-22 08:55:00,221.8800,222.0000,221.8800,222.0000,2429
2022-07-22 08:50:00,221.6206,222.0000,221.6206,222.0000,4815
2022-07-22 08:45:00,222.4300,222.4300,221.5700,221.5700,8640
2022-07-22 08:40:00,222.6600,222.6600,222.3000,222.3200,3908
2022-07-22 08:35:00,222.4000,222.5500,222.4000,222.5000,2825
2022-07-22 08:30:00,222.4800,222.4800,222.2138,222.2138,1142
2022-07-22 08:25:00,222.4500,222.4500,222.3000,222.3600,1369
2022-07-22 08:20:00,222.2500,222.4500,222.2500,222.4500,1660
2022-07-22 08:15:00,222.5000,222.5000,222.1000,222.1000,2089
2022-07-22 08:10:00,222.1600,222.6500,222.1600,222.5000,7476
2022-07-22 08:05:00,222.3400,222.9100,221.5000,222.1600,21718
2022-07-22 08:00:00,222.9100,222.9100,222.9100,222.9100,514
2022-07-22 07:55:00,222.5500,222.7300,222.5500,222.7300,713
2022-07-22 07:50:00,222.3500,222.7000,222.3500,222.7000,3563
2022-07-22 07:45:00,222.0000,222.4000,222.0000,222.4000,2990
2022-07-22 07:35:00,221.5100,221.8500,221.5100,221.8500,633
2022-07-22 07:30:00,222.1500,222.1500,221.8000,221.8000,2208
2022-07-22 07:15:00,222.0000,222.0000,222.0000,222.0000,432
2022-07-22 07:10:00,222.3500,222.3500,222.1200,222.1200,1567
2022-07-22 07:05:00,222.2000,222.3500,222.1000,222.3500,2471
2022-07-22 07:00:00,222.4000,222.4000,222.4000,222.4000,358
2022-07-22 06:50:00,221.9900,222.0000,221.9900,222.0000,3308
2022-07-22 06:45:00,221.9500,221.9500,221.9500,221.9500,285
2022-07-22 06:35:00,221.4800,221.4800,221.4800,221.4800,200
2022-07-22 06:15:00,221.7500,221.7500,221.7500,221.7500,218
2022-07-22 06:10:00,221.7500,221.7500,221.7500,221.7500,114
2022-07-22 05:10:00,221.9900,222.0000,221.9900,222.0000,1021
2022-07-22 04:40:00,222.0000,222.0000,221.9500,221.9500,701
2022-07-22 04:30:00,221.9900,222.0000,221.9900,222.0000,761
2022-07-22 04:25:00,221.5000,221.7500,221.5000,221.7500,429
2022-07-22 04:15:00,221.2500,221.2500,221.2500,221.2500,299
2022-07-22 04:10:00,221.1000,221.1000,220.6000,220.6000,1323
2022-07-22 04:05:00,221.9900,221.9900,220.0000,220.8800,4296
2022-07-21 20:00:00,222.5500,222.5600,222.0000,222.0000,5226
2022-07-21 19:55:00,222.8000,222.8000,222.5200,222.5200,1074
2022-07-21 19:50:00,222.5400,222.8000,222.5400,222.8000,863
2022-07-21 19:45:00,222.4800,222.8500,222.4800,222.8500,1608
2022-07-21 19:40:00,222.4500,222.5000,222.3000,222.4500,2291
2022-07-21 19:35:00,222.2400,222.4000,222.2400,222.2500,1244
2022-07-21 19:30:00,222.5100,222.5100,222.5100,222.5100,692
2022-07-21 19:25:00,222.5600,222.6700,222.5600,222.6700,779
2022-07-21 19:15:00,222.5800,222.5800,222.5000,222.5000,476
2022-07-21 19:10:00,222.4900,222.5200,222.4900,222.5000,452
2022-07-21 19:05:00,222.3800,222.5000,222.1500,222.5000,5805
2022-07-21 19:00:00,222.3600,222.3600,222.3500,222.3500,779
2022-07-21 18:55:00,222.4000,222.5000,222.3000,222.5000,2244
2022-07-21 18:50:00,222.2000,222.4000,222.2000,222.4000,1111
2022-07-21 18:45:00,222.4000,222.4000,222.1500,222.1500,448
2022-07-21 18:35:00,222.3900,222.5200,222.2700,222.5200,6145
2022-07-21 18:30:00,222.3000,222.3000,222.2700,222.2700,882
2022-07-21 18:25:00,222.6000,222.6000,222.6000,222.6000,168
2022-07-21 18:20:00,222.2500,222.4800,222.2000,222.4800,1709
2022-07-21 18:15:00,222.4200,222.4200,222.2500,222.2500,570
2022-07-21 18:10:00,222.1500,222.2800,222.1500,222.2500,5695
2022-07-21 18:05:00,222.5600,222.5700,222.0000,222.0000,3150
2022-07-21 17:55:00,222.5500,222.6999,222.5500,222.5600,1893
2022-07-21 17:50:00,222.5000,222.5055,222.5000,222.5000,1607
2022-07-21 17:45:00,222.8400,222.8400,222.5000,222.5001,10769
2022-07-21 17:40:00,223.0000,223.0000,222.7000,222.7000,992
2022-07-21 17:35:00,223.0000,223.0000,222.7000,222.7000,811
2022-07-21 17:30:00,223.2300,223.2300,223.0000,223.0000,6295
2022-07-21 17:25:00,223.0020,223.2900,223.0000,223.1564,2469
2022-07-21 17:20:00,222.8500,223.0000,222.8500,223.0000,11817
2022-07-21 17:15:00,222.9001,222.9001,222.7501,222.8000,1886
2022-07-21 17:10:00,222.5000,223.0000,222.5000,223.0000,6756
2022-07-21 17:05:00,222.3930,222.5000,222.3200,222.5000,3020
2022-07-21 17:00:00,221.9000,222.2000,221.8100,222.2000,3418
2022-07-21 16:55:00,222.4413,222.4413,221.8300,221.9000,12162
2022-07-21 16:50:00,222.5005,222.6150,222.2100,222.2500,3615
2022-07-21 16:45:00,222.6600,222.7500,222.5100,222.5100,2677
2022-07-21 16:40:00,222.9400,223.8800,222.5500,222.5500,126300
2022-07-21 16:35:00,222.5000,223.0000,222.1900,223.0000,10386
2022-07-21 16:30:00,222.2000,222.5000,222.2000,222.5000,6211
2022-07-21 16:25:00,221.8990,223.8800,221.6000,222.0000,44671
2022-07-21 16:20:00,221.9500,223.8800,221.0700,221.8200,18436
2022-07-21 16:15:00,223.7000,223.8800,222.0000,222.0000,61340
2022-07-21 16:10:00,223.8900,223.8900,223.7400,223.7500,8699
2022-07-21 16:05:00,223.8800,223.9982,223.8600,223.8800,49567
2022-07-21 16:00:00,224.1300,224.2000,223.6600,223.8900,781719
2022-07-21 15:55:00,223.2800,224.3200,223.2800,224.1387,634417
2022-07-21 15:50:00,223.0500,223.3900,222.6300,223.3050,332824
2022-07-21 15:45:00,222.8187,223.2900,222.8101,223.0700,284008
2022-07-21 15:40:00,222.7500,223.4399,222.6300,222.8350,438170
2022-07-21 15:35:00,222.1500,222.8800,222.1160,222.7165,287931
2022-07-21 15:30:00,221.7100,222.2300,221.6600,222.1300,176199
2022-07-21 15:25:00,221.7800,221.9300,221.5003,221.6700,133205
2022-07-21 15:20:00,221.6400,222.0000,221.2000,221.8700,160917
2022-07-21 15:15:00,222.3100,222.3100,221.3130,221.6250,156267
2022-07-21 15:10:00,221.7500,222.3894,221.5000,222.2800,171802
2022-07-21 15:05:00,221.2600,221.8700,220.7000,221.7527,269062
2022-07-21 15:00:00,221.7000,221.7800,221.2300,221.2903,159476
2022-07-21 14:55:00,221.4800,221.7400,221.2600,221.6550,190397
2022-07-21 14:50:00,221.9200,222.0700,221.3500,221.4600,290141
2022-07-21 14:45:00,222.1100,222.2799,221.6600,221.9099,272710
2022-07-21 14:40:00,222.5400,222.5400,221.9000,222.1100,274529
2022-07-21 14:35:00,222.1950,222.9143,221.8300,222.5000,345338
2022-07-21 14:30:00,221.2848,222.4900,221.1900,222.2200,394923
2022-07-21 14:25:00,221.6700,221.8800,221.2100,221.2101,380746
2022-07-21 14:20:00,221.2800,221.9699,221.2000,221.7755,255110
2022-07-21 14:15:00,220.9700,221.5917,220.9200,221.2500,199733
2022-07-21 14:10:00,220.5850,221.3600,220.5001,220.9700,219217
2022-07-21 14:05:00,220.7209,220.9649,220.3500,220.6800,169004
2022-07-21 14:00:00,219.6199,220.8000,219.5301,220.6500,246253
2022-07-21 13:55:00,220.2500,220.3500,219.3200,219.5800,234417
2022-07-21 13:50:00,220.8000,221.0000,220.1000,220.2750,270047
2022-07-21 13:45:00,220.8000,221.2799,220.2400,220.7100,430356
2022-07-21 13:40:00,219.4399,220.8200,219.3700,220.8000,362562
2022-07-21 13:35:00,219.5300,219.7000,219.0000,219.3900,210459
2022-07-21 13:30:00,219.0000,219.6099,218.6300,219.5300,221770
2022-07-21 13:25:00,219.5000,219.8800,219.0005,219.0005,161353
2022-07-21 13:20:00,218.9500,219.8100,218.9300,219.5275,148459
2022-07-21 13:15:00,219.7600,219.7600,218.9100,218.9200,191560
2022-07-21 13:10:00,219.4700,219.9900,219.4000,219.6200,251904
2022-07-21 13:05:00,219.2950,219.7200,219.0501,219.4100,168814
2022-07-21 13:00:00,219.1000,219.3500,218.6700,219.3400,172245
2022-07-21 12:55:00,218.6711,219.1700,218.6601,219.1100,106464
2022-07-21 12:50:00,219.4500,219.5200,218.5105,218.6700,208147
2022-07-21 12:45:00,219.9300,219.9600,219.3400,219.3909,135081
2022-07-21 12:40:00,219.3300,219.9600,219.2500,219.9600,157399
2022-07-21 12:35:00,219.4500,219.6500,219.0600,219.3200,179300
2022-07-21 12:30:00,219.0050,219.7000,218.7501,219.4500,165415
2022-07-21 12:25:00,219.1400,219.4699,218.5300,219.0778,202304
2022-07-21 12:20:00,218.9700,219.4600,218.7900,219.2200,212295
2022-07-21 12:15:00,218.8300,219.2400,218.2100,218.9880,215404
2022-07-21 12:10:00,218.1800,219.1100,218.0400,218.8244,272041
2022-07-21 12:05:00,216.9400,218.2300,216.9002,218.1108,269567
2022-07-21 12:00:00,216.5200,217.3830,216.4920,217.0330,165394
2022-07-21 11:55:00,216.5980,216.6900,216.0600,216.4900,169255
2022-07-21 11:50:00,216.8600,217.1199,216.5100,216.6150,143406
